"Employed Persons by Major Occupation, by Region, by Sex: 2018 to 2021"

"Geolocation","Major Occupation","2018 January Male","2018 January Female","2018 April Male","2018 April Female","2018 July Male","2018 July Female","2018 October Male","2018 October Female","2018 Annual Male","2018 Annual Female","2018 February Male","2018 February Female","2018 March Male","2018 March Female","2018 May Male","2018 May Female","2018 June Male","2018 June Female","2018 August Male","2018 August Female","2018 September Male","2018 September Female","2018 November Male","2018 November Female","2018 December Male","2018 December Female","2019 January Male","2019 January Female","2019 April Male","2019 April Female","2019 July Male","2019 July Female","2019 October Male","2019 October Female","2019 Annual Male","2019 Annual Female","2019 February Male","2019 February Female","2019 March Male","2019 March Female","2019 May Male","2019 May Female","2019 June Male","2019 June Female","2019 August Male","2019 August Female","2019 September Male","2019 September Female","2019 November Male","2019 November Female","2019 December Male","2019 December Female","2020 January Male","2020 January Female","2020 April Male","2020 April Female","2020 July Male","2020 July Female","2020 October Male","2020 October Female","2020 Annual Male","2020 Annual Female","2020 February Male","2020 February Female","2020 March Male","2020 March Female","2020 May Male","2020 May Female","2020 June Male","2020 June Female","2020 August Male","2020 August Female","2020 September Male","2020 September Female","2020 November Male","2020 November Female","2020 December Male","2020 December Female","2021 January Male","2021 January Female","2021 April Male","2021 April Female","2021 July Male","2021 July Female","2021 October Male","2021 October Female","2021 Annual Male","2021 Annual Female","2021 February Male","2021 February Female","2021 March Male","2021 March Female","2021 May Male","2021 May Female","2021 June Male","2021 June Female","2021 August Male","2021 August Female","2021 September Male","2021 September Female","2021 November Male","2021 November Female","2021 December Male","2021 December Female"
"REGION XII","Managers",166.111,175.236,153.555,149.117,140.261,182.313,174.455,172.274,158.596,169.735,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109.362,134.992,107.001,102.013,107.063,149.966,121.372,118.824,111.200,126.449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.200,85.955,61.258,74.252,61.701,109.902,73.326,125.807,126.644,156.759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.985,9.283,49.584,108.544,60.579,105.612,60.094,95.256,59.023,91.575,79.949,120.750,65.420,119.040,66.562,54.351,30.860,61.141,49.253,87.628,54.685,119.785,90.353,68.200,32.949,47.190
"REGION XII","Professionals",23.884,46.405,27.042,62.634,26.690,56.583,30.252,60.650,26.967,56.568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.513,52.841,19.696,68.195,28.993,63.918,30.614,60.058,27.454,61.253,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.583,54.458,14.291,37.604,28.160,47.819,29.921,70.617,47.771,66.688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.568,5.116,16.019,47.102,21.926,56.156,29.995,57.101,24.248,61.107,47.612,80.607,16.076,60.880,16.339,51.934,16.128,52.757,30.836,48.161,16.203,77.154,28.711,79.698,22.561,60.348
"REGION XII","Technicians and Associate Professionals",23.164,22.244,21.645,29.812,31.926,24.662,20.895,26.557,24.408,25.819,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.071,33.264,15.009,26.547,27.574,29.874,19.640,25.392,22.074,28.769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.161,21.249,14.625,23.201,20.791,20.642,30.421,27.536,27.604,36.596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.901,2.579,24.135,17.204,28.786,29.022,25.019,31.208,25.056,26.922,28.681,40.731,29.447,39.955,17.603,18.670,22.000,20.752,17.023,22.686,31.737,9.176,21.685,37.638,24.656,25.076
"REGION XII","Clerical Support Workers",14.955,25.433,20.277,33.885,27.563,38.494,23.733,28.063,21.632,31.469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.727,34.127,27.760,38.669,23.958,37.238,26.404,36.367,24.212,36.600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.117,28.600,14.778,24.132,19.158,25.343,26.892,42.447,31.426,45.872,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.106,2.722,26.044,33.533,26.596,38.961,24.269,41.157,30.494,43.357,50.004,55.484,40.697,54.650,12.103,30.394,31.598,19.163,29.105,44.059,49.262,71.116,22.614,64.183,17.533,34.916
"REGION XII","Service and Sales Workers",87.667,111.999,74.121,107.509,93.658,119.286,86.619,118.805,85.516,114.400,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.202,129.573,109.385,161.886,112.939,173.354,111.770,152.276,104.324,154.272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.314,204.745,84.607,110.298,105.242,195.974,120.046,186.325,167.140,202.324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.219,16.201,135.581,246.470,114.418,204.136,129.221,252.720,133.799,238.455,136.752,173.912,127.680,210.914,207.301,318.416,122.494,307.422,115.814,191.710,122.705,215.771,139.680,264.040,147.723,281.529
"REGION XII","Skilled Agricultural Forestry and Fishery Workers",320.305,54.898,296.601,44.511,268.855,35.849,306.386,33.778,298.037,42.259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,302.904,52.931,277.947,53.148,275.196,43.918,291.713,50.740,286.940,50.184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,325.558,61.652,302.645,55.644,390.754,73.967,329.312,63.382,190.779,271.994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,331.935,3.042,392.709,60.778,314.524,62.160,338.586,74.373,350.091,65.351,382.444,43.351,276.277,47.677,314.879,63.849,506.209,97.271,449.588,68.403,293.576,43.914,280.166,96.452,320.197,89.480
"REGION XII","Craft and Related Trades Workers",92.142,24.798,87.493,19.048,93.997,23.410,96.775,16.179,92.602,20.859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105.759,29.232,96.377,21.162,83.026,10.773,102.414,20.273,96.894,20.360,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.005,20.090,52.179,12.508,106.878,17.564,97.142,19.092,47.480,77.865,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.697,1.704,99.575,18.737,99.421,19.843,95.760,22.583,89.883,21.724,72.161,5.793,106.819,25.755,92.232,26.194,64.804,13.829,66.634,22.647,83.867,10.074,130.878,54.818,92.752,19.966
"REGION XII","Plant and Machine Operators and Assemblers",92.415,0.948,92.128,2.402,88.804,2.479,79.308,0.417,88.164,1.562,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.645,0.000,160.478,2.135,134.999,1.335,115.700,0.664,127.456,1.034,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.639,1.011,75.282,2.098,117.629,2.393,121.863,0.227,52.141,78.692,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.848,0.107,117.981,0.887,132.336,2.673,153.020,2.140,129.728,1.637,88.722,0.000,148.958,0.000,115.922,3.123,105.240,4.869,98.300,1.477,152.084,0.000,138.317,3.193,179.005,0.000
"REGION XII","Elementary Occupations",411.493,179.103,389.515,179.812,437.275,174.302,436.790,190.920,418.768,181.034,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,443.274,185.983,437.953,199.997,435.634,219.001,410.254,184.664,431.779,197.411,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,441.964,258.579,335.544,155.374,411.016,234.874,359.997,160.024,344.143,411.974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,407.418,15.362,444.042,279.605,439.248,216.817,432.753,260.836,444.980,268.497,359.906,155.874,479.067,263.694,472.708,258.138,515.591,411.524,408.887,280.356,430.644,268.646,457.354,269.975,492.149,372.155
"REGION XII","Armed Forces Occupations",6.858,0.000,9.842,0.000,10.494,0.850,7.948,0.000,8.786,0.213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.913,0.000,5.731,0.000,11.548,0.709,6.281,0.000,7.368,0.177,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.450,0.234,10.051,0.997,5.937,0.000,5.214,0.000,4.781,5.431,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.968,0.044,6.101,0.000,11.131,0.342,10.964,0.479,7.484,0.598,8.286,0.000,9.907,0.000,9.634,3.488,4.704,0.000,11.004,0.000,3.789,0.000,6.314,2.342,0.000,0.000
"CARAGA","Managers",73.798,108.735,84.217,102.082,73.079,101.752,71.657,108.233,75.688,105.201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.860,62.324,56.917,68.975,58.723,72.976,48.319,57.881,54.705,65.539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.488,44.038,29.677,37.525,39.174,59.653,37.687,40.226,63.634,69.832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.017,3.347,37.535,38.384,33.376,34.149,22.637,27.319,29.788,34.782,35.471,60.538,36.589,48.392,33.918,37.248,34.973,25.503,25.112,33.028,32.596,23.640,25.216,37.114,12.016,11.902
"CARAGA","Professionals",14.286,41.462,16.897,34.422,23.325,35.670,17.794,41.613,18.076,38.292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.116,37.693,14.502,40.453,17.298,39.737,19.223,41.953,15.785,39.959,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.977,33.063,14.135,33.476,13.338,36.250,18.317,41.288,34.846,43.719,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.770,3.689,16.955,40.760,17.854,38.205,14.355,35.264,17.526,37.938,19.305,44.315,26.379,44.216,18.124,47.914,10.634,31.089,18.729,19.829,24.607,43.000,10.457,35.339,12.138,31.057
"CARAGA","Technicians and Associate Professionals",17.311,16.612,26.309,20.460,18.417,21.552,20.597,17.834,20.659,19.115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.326,21.975,19.647,23.120,17.773,19.242,14.062,19.858,16.452,21.049,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.098,18.447,12.707,18.637,24.584,23.444,20.101,18.747,22.621,26.631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.423,1.661,18.990,20.377,21.163,25.709,14.861,21.738,17.825,20.058,16.990,20.151,16.433,28.278,15.515,23.622,24.171,11.689,13.016,21.586,20.143,21.011,27.211,11.893,10.988,14.707
"CARAGA","Clerical Support Workers",14.264,21.031,13.432,35.885,15.626,24.655,16.959,26.122,15.070,26.923,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.334,22.960,14.452,25.446,13.011,25.949,13.182,23.194,14.995,24.387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.262,18.886,13.379,22.585,17.499,28.567,15.776,17.627,26.369,26.886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.666,2.435,18.109,20.442,20.277,26.337,21.574,23.590,17.839,25.488,7.810,45.239,14.048,25.053,23.255,19.235,17.053,22.995,17.975,38.726,28.401,16.084,21.816,20.490,8.077,18.442
"CARAGA","Service and Sales Workers",72.098,95.060,72.914,96.956,63.470,85.537,56.570,77.747,66.263,88.825,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.927,93.041,74.293,114.343,79.604,124.682,65.892,110.438,68.929,110.626,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.668,135.126,67.750,107.822,71.199,137.528,72.851,140.937,126.678,142.124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.107,12.523,75.740,160.453,69.584,139.297,68.272,144.143,73.857,167.749,89.846,169.730,78.418,178.705,70.246,184.685,83.980,201.817,60.448,167.628,71.657,166.766,70.147,177.727,78.839,171.760
"CARAGA","Skilled Agricultural Forestry and Fishery Workers",208.764,36.030,168.517,31.375,159.976,25.276,175.784,28.018,178.260,30.175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139.179,25.239,183.752,25.306,140.565,22.328,168.710,24.864,158.052,24.434,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177.193,29.083,154.324,29.037,171.963,45.307,191.948,51.207,102.262,153.872,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162.504,2.509,165.227,49.811,138.434,27.127,180.055,26.917,159.310,32.735,131.180,25.522,198.808,34.010,192.179,51.078,150.866,44.518,130.153,22.466,149.950,29.423,161.363,24.420,150.996,27.419
"CARAGA","Craft and Related Trades Workers",55.705,5.765,69.215,5.291,64.456,9.255,61.871,3.954,62.812,6.066,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.482,4.709,55.633,5.738,62.180,5.051,56.940,6.239,58.309,5.434,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.121,4.372,46.169,3.783,54.773,7.977,57.654,5.630,30.322,44.517,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.749,0.323,63.126,8.753,59.617,7.813,58.518,5.182,63.240,7.048,85.303,4.452,52.638,5.172,56.550,2.659,66.354,6.114,75.251,10.238,55.885,5.366,63.931,7.723,54.961,17.239
"CARAGA","Plant and Machine Operators and Assemblers",48.285,0.757,50.142,1.094,57.141,2.893,51.398,2.009,51.742,1.688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.251,1.810,57.577,0.686,60.944,2.700,58.873,1.435,56.661,1.658,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.639,2.789,44.519,1.053,60.422,1.194,64.487,0.722,26.532,42.924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.169,0.117,69.420,1.922,67.235,1.685,80.312,1.437,69.615,1.380,72.958,0.000,49.309,0.000,66.572,0.000,79.997,1.361,72.716,3.540,77.600,1.019,61.869,0.979,81.228,3.211
"CARAGA","Elementary Occupations",232.875,136.189,233.857,116.518,235.077,118.793,245.498,99.383,236.827,117.721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,218.174,97.018,209.118,117.298,214.953,96.854,210.096,96.826,213.085,101.999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224.193,124.885,167.114,94.696,229.925,130.299,180.079,86.307,175.512,210.605,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184.387,6.959,250.092,131.451,243.736,102.127,252.780,152.404,255.315,139.274,222.229,139.646,230.880,142.635,271.478,166.234,260.041,157.077,287.366,140.750,264.694,153.239,297.098,147.170,298.994,155.050
"CARAGA","Armed Forces Occupations",7.941,0.420,5.218,0.000,3.043,0.000,6.148,0.000,5.588,0.105,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.555,0.000,2.931,0.000,2.586,0.000,2.937,0.179,2.502,0.045,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.459,0.251,3.301,0.000,5.098,0.000,3.988,0.000,1.451,2.613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.845,0.013,3.176,0.135,2.907,0.154,2.660,0.000,2.822,0.134,3.915,0.000,1.262,0.000,2.209,0.757,4.058,0.000,1.555,0.000,1.243,0.000,1.831,0.000,6.201,0.409
"BARMM","Managers",71.697,58.609,83.214,78.238,70.492,74.069,93.047,110.200,79.613,80.279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.566,75.293,91.420,81.843,58.208,48.865,91.306,77.050,85.125,70.763,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.993,77.810,47.239,41.686,52.890,73.460,48.759,62.910,74.094,99.507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.768,3.498,52.066,51.460,34.182,50.887,50.417,76.005,40.914,53.414,37.243,44.084,40.047,35.383,43.150,70.216,58.643,66.759,44.015,66.058,33.500,54.741,36.857,68.052,29.078,15.341
"BARMM","Professionals",4.857,19.621,8.825,25.408,6.881,21.410,7.226,26.918,6.947,23.339,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.336,23.197,8.596,18.479,9.633,22.454,6.005,25.139,8.393,22.317,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.561,24.140,9.096,23.832,6.353,18.037,9.577,28.271,20.453,25.101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.688,1.584,6.451,24.820,9.934,25.543,13.668,32.970,10.712,28.237,14.136,31.744,10.443,16.918,10.017,31.646,1.553,25.550,19.043,33.464,6.431,25.505,22.016,34.030,5.160,37.646
"BARMM","Technicians and Associate Professionals",5.042,6.132,4.811,2.670,5.082,6.494,6.515,6.043,5.363,5.335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.075,3.954,5.766,10.867,5.423,11.788,8.944,8.222,7.052,8.708,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.439,3.877,3.794,4.321,2.229,4.854,4.367,3.760,7.953,9.449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.323,0.631,4.268,7.409,7.316,6.817,6.874,7.503,7.301,8.809,2.315,9.226,7.835,6.060,9.760,11.636,6.606,5.826,7.906,15.080,8.534,9.869,10.069,9.918,9.811,8.787
"BARMM","Clerical Support Workers",3.291,3.571,3.896,3.959,2.189,4.528,6.749,6.658,4.031,4.679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.469,3.094,6.605,3.590,1.414,8.407,3.448,8.291,3.734,5.846,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.284,7.548,4.458,3.264,3.553,3.622,3.386,5.614,5.871,7.761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.948,0.278,2.382,5.346,4.768,3.460,9.572,14.143,6.513,7.631,12.788,2.688,0.000,2.975,6.762,14.917,5.334,6.474,6.476,1.040,4.259,2.172,19.118,14.054,2.744,20.961
"BARMM","Service and Sales Workers",39.461,34.792,35.260,35.747,39.264,37.486,44.505,41.423,39.623,37.362,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.095,50.228,46.309,63.774,51.467,83.176,51.092,94.244,47.991,72.856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.789,53.069,36.997,35.647,57.000,109.913,58.598,91.310,78.431,101.274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.313,10.239,64.342,151.285,48.294,91.408,51.878,107.301,56.540,126.836,52.866,129.151,43.016,200.354,49.222,154.159,51.865,129.414,78.584,111.447,39.318,71.118,60.584,106.741,84.201,146.781
"BARMM","Skilled Agricultural Forestry and Fishery Workers",506.665,38.557,424.675,49.852,423.114,55.098,459.392,45.293,453.462,47.200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380.673,41.261,460.560,65.211,454.756,62.503,443.357,61.990,434.837,57.741,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,508.849,63.433,292.875,23.411,520.367,83.053,502.419,115.934,224.170,368.579,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,453.184,5.067,515.197,90.845,414.947,56.643,438.298,53.199,462.384,81.098,466.724,76.303,452.541,92.398,512.247,98.774,523.308,92.566,349.005,44.425,465.198,97.704,470.607,113.103,487.349,96.411
"BARMM","Craft and Related Trades Workers",18.960,2.803,33.336,9.476,38.545,4.793,26.357,7.331,29.300,6.101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.280,5.036,35.079,3.355,39.683,9.468,47.107,5.839,39.537,5.925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.145,4.541,8.774,1.513,33.858,9.533,44.133,9.351,17.207,30.282,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.255,1.490,39.634,6.486,43.536,16.394,42.714,11.473,43.305,14.095,32.128,19.964,74.106,20.262,41.176,2.541,42.538,12.241,44.983,12.584,47.786,30.711,33.596,11.585,35.201,7.026
"BARMM","Plant and Machine Operators and Assemblers",32.346,0.000,66.853,0.681,53.361,1.035,44.775,0.000,49.334,0.429,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.755,0.000,58.667,0.637,55.739,0.560,73.360,0.000,59.380,0.299,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.111,1.245,22.998,0.259,69.242,0.000,88.194,2.099,20.800,46.738,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.268,0.083,89.914,0.135,88.684,1.473,97.322,1.656,107.239,1.156,156.137,6.256,133.650,0.000,103.162,1.645,65.168,0.000,95.164,0.000,110.043,0.000,105.841,0.898,116.521,0.811
"BARMM","Elementary Occupations",120.089,92.965,78.381,48.436,143.548,66.847,133.881,88.999,118.975,74.312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,181.032,61.566,141.484,99.664,189.245,134.042,131.726,98.696,160.872,98.492,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.278,86.929,100.913,40.499,224.574,202.927,175.175,180.367,159.813,196.342,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202.983,14.907,192.114,232.931,175.977,77.614,173.392,137.701,193.984,169.690,190.613,159.249,241.567,294.608,230.924,286.386,180.019,173.700,260.029,98.159,191.563,107.186,144.122,173.196,144.509,116.655
"BARMM","Armed Forces Occupations",4.050,0.000,4.466,0.000,5.927,0.000,5.014,0.000,4.864,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.913,0.000,2.177,0.000,4.987,0.000,4.268,0.000,4.086,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.090,0.209,4.172,0.000,3.630,0.000,5.724,0.000,2.065,3.541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.908,0.073,2.290,0.000,4.455,0.044,5.092,0.000,4.741,0.334,5.791,2.378,9.796,0.000,3.147,0.000,3.805,0.000,6.425,0.000,1.135,0.704,5.660,0.000,4.393,0.000
